first_release_year,name,count
1990,american,2
1990,american punk,1
1990,american underground,5
1990,americana,2
1990,américain,2
1990,animal on cover,4
1990,aor,15
1990,aor classic rock,1
1990,appalachian folk,1
1990,arena rock,18
1990,art rock,23
1990,avant-garde,35
1990,avant-garde jazz,16
1990,avantgarde,3
1990,bakersfield sound,1
1990,ballad,63
1990,ballads,1
1990,baroque,22
1990,baroque pop,7
1990,bass music,2
1990,berlin school,1
1990,best band in the world,1
1990,big band,99
1990,big band/swing,2
1990,black metal,2
1990,blue-eyed soul,2
1990,bluegrass,52
1990,bluegrass gospel,2
1990,blues,270
1990,blues r b,1
1990,blues rock,77
1990,blues shouter,1
1990,blues-rock,4
1990,blues/r&b,1
1990,blues/soul,1
1990,bolero,3
1990,boogie rock,3
1990,boogie woogie,1
1990,boogie-woogie,3
1990,boom bap,7
1990,bootleg,1
1990,bop,2
1990,bossa nova,4
1990,bounce,1
1990,bp73690,1
1990,breakbeat,11
1990,breaks,14
1990,brill building pop,2
1990,brutal death metal,1
1990,brutal prog,2
1990,cabaret,1
1990,cajun,3
1990,calm,1
1990,calypso,3
1990,car on cover,1
1990,ccm,3
1990,celtic,2
1990,celtic punk,1
1990,celtic rock,1
1990,chamber music,4
1990,check it,1
1990,chicago blues,31
1990,choral,4
1990,christian,1
1990,christian hip hop,1
1990,christian metal,8
1990,christian rock,7
1990,christmas,9
1990,christmas music,5
1990,christmas/rock,1
1990,cinematic classical,1
1990,classic country,7
1990,classic hardcore punk,1
1990,classic jazz,1
1990,classic pop vocals,2
1990,classic rock,54
1990,classical,405
1990,classical crossover,2
1990,classical solo instrumental,1
1990,classique,1
1990,club,1
1990,club-house,5
1990,club/dance,8
1990,collection-entree,2
1990,college rock,6
1990,comedy,14
1990,comedy metal,1
1990,comedy rock,5
1990,comedy/spoken,2
1990,concerto,7
1990,conscious,5
1990,conscious hip hop,3
1990,contemporary,3
1990,contemporary christian,15
1990,contemporary classical,3
1990,contemporary country,8
1990,contemporary folk,4
1990,contemporary instrumental,1
1990,contemporary jazz,77
1990,contemporary pop/rock,21
1990,contemporary r&b,42
1990,contemporary singer/songwriter,1
1990,contemporary u s folk,1
1990,contra,1
1990,cool jazz,47
1990,country,213
1990,country / bluegrass,1
1990,country blues,27
1990,country folk,1
1990,country gospel,1
1990,country pop,11
1990,country rock,70
1990,country-folk,1
1990,country-pop,5
1990,country-rock,4
1990,cowpunk,1
1990,crab on cover,4
1990,crossover thrash,4
1990,crunk,1
1990,crust punk,1
1990,cumbia,1
1990,dance,10
1990,dance classics,2
1990,dance pop,2
1990,dance-pop,26
1990,dance-rock,9
1990,dance/electronic,1
1990,dancehall,2
1990,dark ambient,1
1990,dark jazz,1
1990,dark wave,3
1990,data and other,1
1990,death by lung cancer,2
1990,death by overdose,1
1990,death metal,32
1990,deathrock,7
1990,deep house,24
1990,deep soul,1
1990,delta blues,24
1990,descarga,2
1990,desert ambient,1
1990,desert rock,1
1990,detroit rock,1
1990,dirty rap,1
1990,disco,57
1990,disney,8
1990,dixieland,25
1990,doo wop,6
1990,doo-wop,19
1990,doo-wop/rock & roll,1
1990,doo-wop/surf,1
1990,doom metal,9
1990,doom-metal,1
1990,doowop,1
1990,downtempo,44
1990,drama,1
1990,dream pop,4
1990,drone,4
1990,drum n bass,1
1990,dub,2
1990,dungeon synth,1
1990,early pop,14
1990,early pop/rock,3
1990,early r&b,2
1990,early rhythm and blues,1
1990,early rock and roll,2
1990,east coast hip hop,5
1990,east coast rap,4
1990,easy listening,42
1990,ebm,10
1990,electric blues,27
1990,electric chicago blues,1
1990,electro,54
1990,electro house,1
1990,electro-industrial,2
1990,electroacoustic,1
1990,electronic,562
1990,electronic/ambient/pop/jazz,1
1990,electronic/trance/pop/jazz,1
1990,electronic; jazz; rhythm and blues; rhythm and blues; trance,1
1990,electronica dance,2
1990,emo,8
1990,english,1
1990,epitaph,1
1990,eric johnson,1
1990,ethereal,2
1990,ethereal wave,1
1990,euro house,4
1990,eurodance,1
1990,europop,4
1990,exotica,1
1990,experimental,108
1990,experimental rock,14
1990,female vocal,1
1990,female vocalists,3
1990,field recording,1
1990,filk,2
1990,fillmore,1
1990,film music,1
1990,film score,14
1990,fish on cover,4
1990,fixme-csg,1
1990,flamenco,2
1990,flute,1
1990,folk,84
1990,folk / world / country,1
1990,folk pop,4
1990,folk punk,1
1990,folk rock,81
1990,folk-rock,2
1990,folk/rock,1
1990,freak folk,1
1990,free improvisation,28
1990,free jazz,47
1990,freestyle,12
1990,funk,52
1990,funk metal,16
1990,funk rock,3
1990,funk soul,9
1990,fusion,22
1990,future jazz,2
1990,g-funk,2
1990,game,1
1990,gangsta,4
1990,gangsta rap,8
1990,garage house,17
1990,garage punk,1
1990,garage rock,59
1990,garage rock revival,2
1990,general classical,1
1990,general pop,1
1990,general rock,2
1990,general soundtrack,1
1990,genre,1
1990,glam,28
1990,glam metal,12
1990,glam punk,1
1990,glam rock,1
1990,goat,1
1990,golden age,6
1990,gospel,40
1990,goth,1
1990,goth rock,2
1990,gothic rock,2
1990,grindcore,9
1990,groove metal,4
1990,grunge,39
1990,guaguancó,1
1990,guitar,1
1990,gulf and western,1
1990,gypsy punk,1
1990,hair metal,8
1990,hard bop,51
1990,hard rock,198
1990,hardcore,13
1990,hardcore hip hop,12
1990,hardcore punk,19
1990,hardcore rap,6
1990,hardnheavy,2
1990,harmonica blues,1
1990,heartland rock,2
1990,heavy metal,132
1990,heavy psych,1
1990,hi-nrg,4
1990,hindustani classical,1
1990,hip hop,266
1990,hip hop rap,6
1990,hip house,39
1990,hip-hop,48
1990,hip-house,5
1990,holidays,2
1990,honky tonk,6
1990,honky tonk & outlaw,1
1990,honky tonk and outlaw,1
1990,horror punk,1
1990,hot rod,1
1990,house,142
1990,incidental music,1
1990,independent rock,1
1990,indian classical,2
1990,indie,2
1990,indie pop,1
1990,indie rock,150
1990,industrial,46
1990,industrial dance,2
1990,industrial metal,4
1990,industrial rock,7
1990,inide rock,1
1990,instrumental,14
1990,instrumental jazz,3
1990,instrumental pop,6
1990,instrumental r&b,1
1990,instrumental rock,7
1990,instrumental rock & roll,1
1990,instrumental surf,4
1990,interview,5
1990,italo-disco,1
1990,j-pop,1
1990,jackie mclean,1
1990,jackie mclean quintet,1
1990,jangle pop,6
1990,janm-todo,1
1990,jazz,871
1990,jazz blues,3
1990,jazz fusion,14
1990,jazz instrument,4
1990,jazz pop,2
1990,jazz rap,4
1990,jazz rock,16
1990,jazz smooth,1
1990,jazz vocals,1
1990,jazz-funk,25
1990,jazz-fusion,1
1990,jazz-rap,1
1990,jazz-rock,1
1990,jazzdance,1
1990,joehenry,1
1990,jump blues,6
1990,keyboard,1
1990,klezmer,1
1990,l.a. punk,2
1990,lambada,1
1990,latin,40
1990,latin disco,1
1990,latin jazz,8
1990,latin pop,1
1990,leftfield,10
1990,live,2
1990,lo-fi,30
1990,louisiana blues,3
1990,lounge,4
1990,magnatune,1
1990,mainstream rock,1
1990,male vocal,5
1990,male vocalists,1
1990,mambo,1
1990,math rock,3
1990,max,1
1990,medieval,2
1990,melodic hardcore,1
1990,merengue,2
1990,mermaid,4
1990,mermaid on cover,6
1990,metal,36
1990,metalcore,1
1990,miami bass,10
1990,minimal,8
1990,minimalism,2
1990,minneapolis sound,4
1990,mixed media,3
1990,modal jazz,1
1990,modern classical,19
1990,modern composition,1
1990,modern creative,6
1990,modern electric blues,2
1990,motown,1
1990,movie soundtrack,1
1990,mp3,1
1990,musical,22
1990,musique concrète,5
1990,national folk,1
1990,neo soul,2
1990,neo-psychedelia,4
1990,neo-traditional country,1
1990,neo-traditionalist country,1
1990,neofolk,4
1990,never get sick of ot,1
1990,new age,39
1990,new beat,3
1990,new country,1
1990,new jack swing,42
1990,new orleans blues,1
1990,new orleans brass bands,1
1990,new orleans r&b,1
1990,new traditionalist,2
1990,new wave,32
1990,no wave,5
1990,noise,40
1990,noise pop,2
1990,noise rock,16
1990,noise-rock,1
1990,noisecore,4
1990,non-music,42
1990,nude cover,1
1990,observational humor,1
1990,offizielle charts,4
1990,old school,2
1990,old school hip hop,1
1990,old-school rap,1
1990,oldies,23
1990,oldies 70 s,1
1990,opera,36
1990,operetta,1
1990,orchestral,19
1990,orchestral pop,2
1990,ost,1
1990,other pop,3
1990,outlaw country,1
1990,p funk,3
1990,paisley underground,1
1990,pantera,1
1990,parody,1
1990,party rap,1
1990,peel sessions,1
1990,piano blues,11
1990,piano jazz,1
1990,piano rock,1
1990,piedmont blues,3
1990,poetry,2
1990,political hip hop,4
1990,political rap,3
1990,polka,1
1990,pop,490
1990,pop metal,3
1990,pop music,1
1990,pop punk,10
1990,pop rap,36
1990,pop reggae,1
1990,pop rock,179
1990,pop soul,4
1990,pop-metal,6
1990,pop-rap,3
1990,pop/rock,107
1990,pop; soft rock; british invasion,1
1990,pornogrind,3
1990,post bop,2
1990,post punk,1
1990,post-bop,65
1990,post-hardcore,14
1990,post-minimalism,1
1990,post-punk,15
1990,post-rock,7
1990,power electronics,1
1990,power metal,6
1990,power pop,25
1990,powerviolence,1
1990,prog-rock,1
1990,progressive bluegrass,4
1990,progressive country,5
1990,progressive electronic,1
1990,progressive folk,1
1990,progressive hip-hop,1
1990,progressive metal,12
1990,progressive rock,5
1990,proto-punk,1
1990,psychadelic,1
1990,psychedelic,3
1990,psychedelic folk,1
1990,psychedelic pop,2
1990,psychedelic rock,48
1990,psychedelic/garage,3
1990,psychobilly,11
1990,punk,191
1990,punk blues,5
1990,punk metal,2
1990,punk revival,4
1990,punk rock,28
1990,punk-pop,2
1990,punk/new wave,16
1990,quiet storm,6
1990,r b,5
1990,r b soul,1
1990,r n b,1
1990,r&b,51
1990,r&b/rock,1
1990,r&b/rock & roll,1
1990,r&b/swing,1
1990,ragga,1
1990,ragga hip-hop,1
1990,ragtime,9
1990,ranchera,2
1990,rap,18
1990,rap hip-hop,1
1990,rap metal,2
1990,rap rock,1
1990,rap-metal,2
1990,rap/hip-hop,1
1990,reggae,20
1990,reggae rock,1
1990,reggae-pop,4
1990,regional blues,1
1990,religious,2
1990,renaissance,6
1990,retro,1
1990,rhythm & blues,4
1990,rhythm and blues,2
1990,rhythmic noise,2
1990,rnb swing,6
1990,rock,1562
1990,rock & roll,41
1990,rock and roll,131
1990,rock ballad,3
1990,rock ballads,1
1990,rock n roll,1
1990,rock pop,6
1990,rock roll,3
1990,rock/pop,2
1990,rock_heavy metal,1
1990,rockabilly,55
1990,rockabilly revival,1
1990,romantic,1
1990,romantic classical,1
1990,roots rock,7
1990,rough guide jazz,1
1990,rumba,1
1990,sacd super audio hybrid 3 cd,1
1990,salsa,6
1990,samba,2
1990,satanic,1
1990,schlager,1
1990,score,6
1990,shoegaze,3
1990,shoegazer,3
1990,singer songwriter,1
1990,singer-songwriter,2
1990,singer/songwriter,2
1990,ska,7
1990,ska punk,1
1990,skate punk,2
1990,skatepunk,1
1990,slacker rock,2
1990,slowcore,3
1990,sludge metal,2
1990,smooth jazz,29
1990,smooth jazz instrumental,1
1990,smooth soul,3
1990,snake,1
1990,soca,1
1990,soft rock,58
1990,son montuno,1
1990,soul,121
1990,soul jazz,15
1990,soul-jazz,1
1990,soul; motown; funk; r&b,1
1990,sound clip,1
1990,sound collage,1
1990,soundtrack,33
1990,soundtracks,1
1990,southern rap,1
1990,southern rock,16
1990,space,1
1990,space age pop,1
1990,space rock,4
1990,speech,1
1990,speed metal,21
1990,speed/thrash metal,4
1990,spirituals,2
1990,spoken word,22
1990,stage & screen,1
1990,stage screen,2
1990,standards,1
1990,standup comedy,2
1990,stoner,1
1990,stoner metal,2
1990,stoner rock,4
1990,stride,6
1990,sunshine pop,5
1990,surf,11
1990,surf rock,1
1990,swamp pop,2
1990,swamp rock,1
1990,swing,147
1990,swing/jazz,1
1990,swingbeat,1
1990,symphonic metal,1
1990,symphonic rock,2
1990,symphony,10
1990,synth pop,1
1990,synth-pop,118
1990,synthpop,3
1990,tango,4
1990,tech house,1
1990,technical death metal,3
1990,technical thrash metal,4
1990,techno,38
1990,teen pop,4
1990,tejano,1
1990,television,1
1990,television music,1
1990,tex-mex,5
1990,texas blues,12
1990,the good old days,1
1990,thrash,8
1990,thrash metal,31
1990,thrashmetal,1
1990,traditional acoustic blues,3
1990,traditional bluegrass,1
1990,traditional country,13
1990,traditional doom metal,1
1990,traditional pop,12
1990,trance,2
1990,trap / wave,1
1990,trash metal,1
1990,tribal,3
1990,tribal ambient,3
1990,tribal house,1
1990,trip hop,1
1990,trumpet jazz,2
1990,urban,9
1990,urban street music,1
1990,us power metal,1
1990,usa,3
1990,usbm,1
1990,vaudeville blues,1
1990,venien,1
1990,vennt,1
1990,vocal,3
1990,vocal house,1
1990,vocal jazz,14
1990,vocal music,1
1990,von,1
1990,von records,1
1990,west coast,1
1990,west coast hip hop,13
1990,west coast hip-hop,1
1990,west coast rap,4
1990,western classical,1
1990,western swing,1
1990,western swing & country boogie,1
1990,western swing revival,1
1990,whiteheart,1
1990,world,2
1990,zydeco,5
1991,00s,3
1991,100 wochen,1
1991,1950s,1
1991,1960s,1
1991,1991,59
1991,1992,1
1991,1–4 wochen,1
1991,1–9 wochen,1
1991,255,3
1991,4ad,1
1991,4€,2
1991,5+ wochen,6
1991,60 s,2
1991,60 s oldies,1
1991,80s,4
1991,90s,13
1991,a capella,1
1991,a cappella,1
1991,a perfect 10,1
1991,above the rim,1
1991,abstract,4
1991,academy award winner,2
1991,acapella,1
1991,acid,7
1991,acid house,4
1991,acid jazz,6
1991,acid rock,3
1991,acid techno,1
1991,acoustic,5
1991,acoustic blues,9
1991,acoustic rock,3
1991,acoustic texas blues,4
1991,adult alternative,1
1991,adult alternative pop/rock,3
1991,adult contemporary,20
1991,afro-cuban,1
1991,afro-cuban jazz,10
1991,aggressive,1
1991,aktuelle charts,1
1991,album rock,27
1991,alienation,1
1991,alt-rock,1
1991,alternative,19
1991,alternative & punk,2
1991,alternative and punk,10
1991,alternative country,2
1991,alternative hip hop,2
1991,alternative metal,14
1991,alternative pop,1
1991,alternative pop/rock,29
1991,alternative punk,2
1991,alternative rock,323
1991,alternative/indie rock,36
1991,am pop,1
1991,ambient,48
1991,ambient; blues; disco; electronic; funk; hiphop; rhythm and blues,1
1991,american,6
1991,american folk,1
1991,american popular song,1
1991,american primitive guitar,2
1991,american punk,4
1991,american trad rock,3
1991,american underground,4
1991,americana,4
1991,américain,4
1991,angry,1
1991,animal on cover,1
1991,anthemic,1
1991,anxious,1
1991,aor,14
1991,aor classic rock,1
1991,apathetic,1
1991,arena rock,29
1991,art pop,1
1991,art rock,34
1991,athens,1
1991,austrian composer,1
1991,avant-garde,51
1991,avant-garde jazz,18
1991,avant-garde metal,1
1991,avant-pop,1
1991,avant-rock,1
1991,avantgarde,6
1991,b s o,1
1991,bakersfield sound,1
1991,ballad,70
1991,ballet,3
1991,bar band,1
1991,baroque,28
1991,baroque pop,1
1991,bass music,3
1991,berlin school,3
1991,big band,84
1991,big beat,1
1991,billboard,2
1991,black,1
1991,black metal,1
1991,bluegrass,57
1991,bluegrass gospel,3
1991,blues,328
1991,blues rock,91
1991,blues-rock,5
1991,blues/rock,1
1991,boogie-woogie,3
1991,boom bap,14
1991,bootleg,1
1991,bop,5
1991,bossa nova,6
1991,bounce,1
1991,boy band,1
1991,brass band,1
1991,breakbeat,6
1991,breaks,8
1991,british composer,2
1991,brown-eyed soul,1
1991,cajun,2
1991,calypso,1
1991,car on cover,3
1991,ccm,1
1991,celtic,1
1991,celtic punk,1
1991,celtic rock,2
1991,chamber music,8
1991,cheap toys,1
1991,check it,2
1991,chicago blues,31
1991,chicano rap,1
1991,chigaco blues,1
1991,children,1
1991,children songs,1
1991,childrens,1
1991,choral,2
1991,christian metal,3
1991,christian pop,1
1991,christian rock,6
1991,christmas,13
1991,christmas music,7
1991,circus march,1
1991,classic country,4
1991,classic pop and rock,1
1991,classic r&b,1
1991,classic rock,75
1991,classic soul r b,2
1991,classical,519
1991,classical crossover,3
1991,close harmony,1
1991,club/dance,7
1991,college rock,9
1991,comedy,14
1991,comedy metal,1
1991,comedy rock,7
1991,concerto,20
1991,conscious,13
1991,conscious hip hop,8
1991,contemporary,6
1991,contemporary christian,21
1991,contemporary country,11
1991,contemporary folk,4
1991,contemporary jazz,89
1991,contemporary pop/rock,27
1991,contemporary r&b,53
1991,contemporary r&b; electronic; hiphop; house; jazz; pop music,1
1991,contemporary r&b; electronic; jazz; new jack swing; rhythm and blues; trance,1
1991,contemporary reggae,1
1991,contemporary rnb,1
1991,contemporary u s folk,1
1991,contra,1
1991,contrmporary country,1
1991,cool,1
1991,cool jazz,41
1991,cool/west coast jazz,1
1991,corrido,1
1991,country,243
1991,country / folk,1
1991,country blues,44
1991,country boogie,2
1991,country folk,1
1991,country pop,12
1991,country rock,73
1991,country-pop,6
1991,country-rock,2
1991,cover,1
1991,cowboy,1
1991,crossover,1
1991,crossover jazz,2
1991,crossover thrash,4
1991,cryptic,1
1991,cubano,1
1991,cumbia,1
1991,cumbia mexicana,1
1991,dance,5
1991,dance club,1
1991,dance pop,1
1991,dance-pop,22
1991,dance-rock,6
1991,dancehall,4
1991,dark ambient,4
1991,dark cabaret,1
1991,dark wave,3
1991,darkwave,1
1991,dave 1991,4
1991,death by gun,1
1991,death by lung cancer,2
1991,death metal,39
1991,deathrock,2
1991,deep house,34
1991,deep soul,3
1991,delta blues,13
1991,demo,2
1991,dense,1
1991,depressive,1
1991,descarga,1
1991,desert rock,1
1991,diana gabaldon,1
1991,dirty rap,1
1991,disco,52
1991,discogs/the most popular album released every year from 1950 to 2020,1
1991,dixieland,25
1991,don juan,1
1991,don quixote,1
1991,doo wop,11
1991,doo wop/rock & roll,1
1991,doo-hop,1
1991,doo-wop,26
1991,doo-wop/rock & roll,1
1991,doom metal,17
1991,doowop,1
1991,downtempo,28
1991,dream pop,5
1991,drone,9
1991,dub,4
1991,dub techno,1
1991,early jazz vocals,1
1991,early pop,12
1991,early pop/rock,3
1991,early r&b,5
1991,east coast blues,1
1991,east coast hip hop,9
1991,east coast rap,4
1991,easy listening,46
1991,easy listening soundtracks and musicals,1
1991,ebm,4
1991,electric blues,22
1991,electric chicago blues,1
1991,electric texas blues,3
1991,electro,32
1991,electronic,549
1991,electronic/trance/hiphop/jazz,1
1991,electronica,1
1991,electronica dance,3
1991,emo,12
1991,energetic,1
1991,english,6
1991,epitaph,3
1991,ethereal,1
1991,ethereal wave,2
1991,euro house,7
1991,europop,8
1991,existential,1
1991,experimental,108
1991,experimental electronic,1
1991,experimental rock,16
1991,fake hendrix,2
1991,favorite,1
1991,female vocalists,1
1991,field recording,4
1991,filk,11
1991,film score,7
1991,folk,98
1991,folk punk,1
1991,folk rock,75
1991,folk-rock,2
1991,folk; pop rock; easy listening; rock and roll,1
1991,free download,1
1991,free improvisation,22
1991,free jazz,41
1991,freestyle,11
1991,full credits,2
1991,funk,71
1991,funk / soul,1
1991,funk metal,27
1991,funk metal_rock_funk metal_rock_alternative rock,1
1991,funk rock,6
1991,funk soul,11
1991,fusion,24
1991,future jazz,1
1991,g-funk,7
1991,gangsta,8
1991,gangsta rap,15
1991,garage house,28
1991,garage punk,1
1991,garage rock,60
1991,garage rock revival,2
1991,general alternative,1
1991,general blues,2
1991,general classical,2
1991,general contemporary folk,1
1991,general country pop,1
1991,general film music,2
1991,general pop,2
1991,general r b,1
1991,general rap/hip-hop,1
1991,general rock,1
1991,genre,2
1991,genre: freestyle,1
1991,georgia,1
1991,glam,22
1991,glam metal,11
1991,glam rock,1
1991,golden age,6
1991,gospel,50
1991,gospel and religious,1
1991,goth,1
1991,goth rock,3
1991,gothic metal,1
1991,gothic rock,1
1991,grindcore,17
1991,groove metal,2
1991,grunge,58
1991,guajira,1
1991,guitar jazz,1
1991,guitar virtuoso,2
1991,gypsy punk,1
1991,hair metal,10
1991,hard bop,75
1991,hard house,1
1991,hard rock,239
1991,hard rock_blues,1
1991,hard rock_blues_hard rock_hard rock_blues,1
1991,hard rock_hard rock_blues,1
1991,hardcore,13
1991,hardcore hip hop,22
1991,hardcore punk,17
1991,hardcore rap,8
1991,hardnheavy,5
1991,hardrock,1
1991,harmonica blues,1
1991,harmony vocal group,1
1991,harpsichord,1
1991,heartland rock,5
1991,heavy,1
1991,heavy metal,149
1991,heavy psych,1
1991,hendrix cash-in album,1
1991,hi nrg,1
1991,hi-nrg,3
1991,hidden track,1
1991,hip hop,336
1991,hip hop rap,13
1991,hip hop rnb and dance hall,1
1991,hip hop/rap,1
1991,hip house,21
1991,hip-hop,59
1991,hip-hop/rap,3
1991,honky tonk,12
1991,horrorcore,1
1991,house,141
1991,i own this,2
1991,illbient,1
1991,immortality,1
1991,indie,8
1991,indie folk,1
1991,indie pop,7
1991,indie rock,195
1991,industrial,65
1991,industrial dance,1
1991,industrial hip hop,1
1991,industrial metal,4
1991,industrial rock,2
1991,instrument-bamboo flute,1
1991,instrument-ceramic flute,1
1991,instrumental,8
1991,instrumental jazz,4
1991,instrumental metal,2
1991,instrumental pop,3
1991,instrumental r&b,1
1991,instrumental rock,5
1991,instrumental rock & roll,1
1991,instrumental surf,1
1991,interview,2
1991,italo-disco,2
1991,jahrescharts 2021,2
1991,jahrescharts 2022,1
1991,jam band,4
1991,jam bands,2
1991,jangle pop,11
1991,jazz,1013
1991,jazz bass,1
1991,jazz blues,2
1991,jazz funk,1
1991,jazz fusion,9
1991,jazz instrument,2
1991,jazz latino,2
1991,jazz metal,1
1991,jazz rap,3
1991,jazz rock,24
1991,jazz-funk,25
1991,jazz-in-paris,1
1991,jazz-rock,6
1991,jazz/pop,1
1991,jazz/soul,1
1991,jazzdance,2
1991,jazzgrind,1
1991,jump blues,8
1991,klassik,1
1991,krautrock,1
1991,l.a. punk,2
1991,late 60 early 70's,1
1991,latin,35
1991,latin jazz,26
1991,latin pop,1
1991,latin rap,1
1991,leftfield,5
1991,live,2
1991,live recording,1
1991,lo-fi,31
1991,lonely,1
1991,louisiana blues,4
1991,lounge,11
1991,lovers rock,1
1991,mainstream jazz,1
1991,mainstream rock,1
1991,male vocal,1
1991,male vocalist,1
1991,mambo,3
1991,mariachi,1
1991,math rock,5
1991,max,1
1991,medieval,2
1991,melodic,1
1991,melodic death metal,1
1991,melodic hardcore,1
1991,memphis blues,1
1991,metal,34
1991,miami bass,8
1991,mid to late 60's,1
1991,minimal,7
1991,minimalism,6
1991,misanthropic,1
1991,misc,4
1991,modern classical,17
1991,modern creative,4
1991,modern electric blues,2
1991,modern electric texas blues,1
1991,motown,2
1991,motown soul,1
1991,mpb,2
1991,musical,31
1991,n.,2
1991,nashville,1
1991,nashville sound/countrypolitan,1
1991,native american,1
1991,need attention,1
1991,neo rockabilly,1
1991,neo soul,3
1991,neo-kraut,1
1991,neo-psychedelia,15
1991,neo-soul,2
1991,neo-traditionalist country,1
1991,neoclassical darkwave,1
1991,neofolk,3
1991,new age,39
1991,new beat,2
1991,new country,1
1991,new jack swing,43
1991,new orleans,1
1991,new orleans blues,1
1991,new orleans brass bands,1
1991,new orleans r&b,1
1991,new traditionalist,6
1991,new wave,20
1991,new york punk,3
1991,nihilistic,1
1991,noise,60
1991,noise pop,5
1991,noise rock,19
1991,noise-rock,2
1991,noisecore,9
1991,non-music,39
1991,norteño,1
1991,novelty,1
1991,noël,1
1991,offizielle charts,8
1991,oi,1
1991,old school,3
1991,oldies,14
1991,oldies 70 s,1
1991,opera,54
1991,oratorio,2
1991,orchestral,18
1991,other,1
1991,other african,1
1991,other classical,1
1991,other pop,1
1991,outlander,1
1991,outlaw country,2
1991,outsider rock,1
1991,paisley underground,1
1991,party rap,3
1991,passionate,1
1991,persian classical,2
1991,persian pop,3
1991,pessimistic,1
1991,phonetic phail,1
1991,piano,2
1991,piano blues,7
1991,piano jazz,1
1991,piano rock,1
1991,piedmont blues,4
1991,poetic,1
1991,poetry,1
1991,political hip hop,4
1991,political rap,2
1991,polka,1
1991,pop,510
1991,pop female singer-songwriter,1
1991,pop general,1
1991,pop metal,1
1991,pop music,3
1991,pop punk,7
1991,pop rap,41
1991,pop rock,222
1991,pop soul,12
1991,pop-metal,13
1991,pop-rap,5
1991,pop-rock oldies,1
1991,pop/oldies 70 s,1
1991,pop/r&b,1
1991,pop/rock,120
1991,pop/rock/indie/electronic,2
1991,porn groove,1
1991,post bop,1
1991,post-bop,78
1991,post-grunge,3
1991,post-hardcore,11
1991,post-punk,18
1991,post-rock,9
1991,power metal,4
1991,power pop,31
1991,powerviolence,4
1991,previn,1
1991,prince,1
1991,prog rock,1
1991,prog-rock,2
1991,progressive,1
1991,progressive bluegrass,3
1991,progressive country,2
1991,progressive electronic,1
1991,progressive folk,2
1991,progressive house,1
1991,progressive jazz,1
1991,progressive metal,15
1991,progressive rock,10
1991,proto-punk,1
1991,psychadelic,1
1991,psychedelic,4
1991,psychedelic pop,1
1991,psychedelic rock,65
1991,psychedelic/garage,1
1991,psychobilly,10
1991,punk,229
1991,punk blues,2
1991,punk collectors series,1
1991,punk metal,2
1991,punk revival,11
1991,punk rock,26
1991,punk-pop,5
1991,punk/new wave,15
1991,qsound,2
1991,quiet storm,4
1991,r b,10
1991,r n b,1
1991,r&b,56
1991,r&b / soul,3
1991,r&b/rock & roll,1
1991,r&b/rock 'n' roll,1
1991,r&b/rock&roll,1
1991,r&b/soul,3
1991,r'n'b,1
1991,ragga hip-hop,3
1991,ragga hiphop,1
1991,ragtime,17
1991,ranchera,1
1991,rap,21
1991,rap & hip-hop,1
1991,rap hip-hop r b,1
1991,rap metal,2
1991,rap rock,2
1991,rap-metal,1
1991,rap-rock,1
1991,rap/hip hop,2
1991,rap/hip-hop,2
1991,rare groove a to z,1
1991,rb,1
1991,rebellious,1
1991,recorder,1
1991,reggae,20
1991,reggae rock,2
1991,reggae-pop,6
1991,regional blues,4
1991,regueton,1
1991,religious,2
1991,renaissance,1
1991,rerip,1
1991,rerip funk,1
1991,rerip grunge,1
1991,rerip new jack swing,1
1991,retro,1
1991,rhythm & blues,8
1991,rhythm and blues,4
1991,rhythm blues,2
1991,rhythmic noise,2
1991,riot grrrl,1
1991,rnb swing,9
1991,rnb/swing,3
1991,rock,1733
1991,rock & roll,45
1991,rock & roll/doo wop,2
1991,rock /swing,1
1991,rock and indie,2
1991,rock and indie_rock_alternative rock,1
1991,rock and roll,119
1991,rock ballad,11
1991,rock ballads,8
1991,rock blues,1
1991,rock pop,9
1991,rock roll,3
1991,rock-psychedelic,1
1991,rock/pop,1
1991,rock; folk rock; standards,1
1991,rock_alternative rock,1
1991,rock_pop_alternative rock,1
1991,rockabilly,36
1991,rockabilly revival,1
1991,rocksteady,1
1991,romantic,1
1991,roots reggae,2
1991,roots rock,6
1991,sadcore,1
1991,salsa,3
1991,samba,2
1991,sampled by 3,1
1991,sarcastic,1
1991,schlager,2
1991,score,5
1991,seattle,1
1991,self-hatred,1
1991,self-titled,2
1991,sheet music,2
1991,shoegaze,6
1991,shoegazer,1
1991,shred,2
1991,singer-songwriter,4
1991,singer/songwriter,4
1991,ska,12
1991,ska punk,1
1991,skate punk,2
1991,skatepunk,3
1991,slow jam,1
1991,slow rock,1
1991,slowcore,3
1991,sludge / doom,1
1991,sludge metal,3
1991,smooth jazz,34
1991,smooth soul,2
1991,soca,2
1991,soft rock,49
1991,sons of mercury 1968-1975,1
1991,soprano,1
1991,soul,155
1991,soul / r&b,1
1991,soul and r amp b,1
1991,soul and r&b,2
1991,soul and reggae,2
1991,soul blues,2
1991,soul jazz,24
1991,soul r b,1
1991,soul-jazz,2
1991,soul/r&b,1
1991,soul/r&b/rock 'n' roll,1
1991,sound collage,2
1991,sound/countrypolitan,1
1991,soundtrack,20
1991,soundtrack compilation,1
1991,sountrack,1
1991,southern hip hop,1
